Red Player wins: 0 | Yellow Player Wins: 1 | Round Count: 1
Red Player wins: 250 | Yellow Player Wins: 1495 | Round Count: 1745
Red Player wins: 251 | Yellow Player Wins: 1495 | Round Count: 1746
Red Player wins: 251 | Yellow Player Wins: 1496 | Round Count: 1747
Red Player wins: 251 | Yellow Player Wins: 1497 | Round Count: 1748
Red Player wins: 251 | Yellow Player Wins: 1498 | Round Count: 1749
Red Player wins: 251 | Yellow Player Wins: 1499 | Round Count: 1750
Red Player wins: 252 | Yellow Player Wins: 1499 | Round Count: 1751
Red Player wins: 252 | Yellow Player Wins: 1500 | Round Count: 1752
Red Player wins: 252 | Yellow Player Wins: 1501 | Round Count: 1753
Red Player wins: 252 | Yellow Player Wins: 1502 | Round Count: 1754
Red Player wins: 252 | Yellow Player Wins: 1503 | Round Count: 1755
Red Player wins: 252 | Yellow Player Wins: 1504 | Round Count: 1756
Red Player wins: 252 | Yellow Player Wins: 1505 | Round Count: 1757
Red Player wins: 252 | Yellow Player Wins: 1506 | Round Count: 1758
Red Player wins: 253 | Yellow Player Wins: 1506 | Round Count: 1759
Red Player wins: 253 | Yellow Player Wins: 1507 | Round Count: 1760
Red Player wins: 253 | Yellow Player Wins: 1508 | Round Count: 1761
Red Player wins: 253 | Yellow Player Wins: 1509 | Round Count: 1762
Red Player wins: 254 | Yellow Player Wins: 1509 | Round Count: 1763
Red Player wins: 255 | Yellow Player Wins: 1509 | Round Count: 1764
Red Player wins: 255 | Yellow Player Wins: 1510 | Round Count: 1765
Red Player wins: 255 | Yellow Player Wins: 1511 | Round Count: 1766
Red Player wins: 255 | Yellow Player Wins: 1512 | Round Count: 1767
Red Player wins: 255 | Yellow Player Wins: 1513 | Round Count: 1768
Red Player wins: 255 | Yellow Player Wins: 1514 | Round Count: 1769
Red Player wins: 255 | Yellow Player Wins: 1515 | Round Count: 1770
Red Player wins: 255 | Yellow Player Wins: 1516 | Round Count: 1771
Red Player wins: 255 | Yellow Player Wins: 1517 | Round Count: 1772
Red Player wins: 255 | Yellow Player Wins: 1518 | Round Count: 1773
Red Player wins: 255 | Yellow Player Wins: 1519 | Round Count: 1774
Red Player wins: 255 | Yellow Player Wins: 1520 | Round Count: 1775
Red Player wins: 255 | Yellow Player Wins: 1521 | Round Count: 1776
Red Player wins: 255 | Yellow Player Wins: 1522 | Round Count: 1777
Red Player wins: 255 | Yellow Player Wins: 1523 | Round Count: 1778
Red Player wins: 255 | Yellow Player Wins: 1524 | Round Count: 1779
Red Player wins: 255 | Yellow Player Wins: 1525 | Round Count: 1780
Red Player wins: 255 | Yellow Player Wins: 1526 | Round Count: 1781
Red Player wins: 255 | Yellow Player Wins: 1527 | Round Count: 1782
Red Player wins: 255 | Yellow Player Wins: 1528 | Round Count: 1783
Red Player wins: 255 | Yellow Player Wins: 1529 | Round Count: 1784
Red Player wins: 255 | Yellow Player Wins: 1530 | Round Count: 1785
Red Player wins: 255 | Yellow Player Wins: 1531 | Round Count: 1786
Red Player wins: 255 | Yellow Player Wins: 1532 | Round Count: 1787
Red Player wins: 255 | Yellow Player Wins: 1533 | Round Count: 1788
Red Player wins: 255 | Yellow Player Wins: 1534 | Round Count: 1789
Red Player wins: 255 | Yellow Player Wins: 1535 | Round Count: 1790
Red Player wins: 255 | Yellow Player Wins: 1536 | Round Count: 1791
Red Player wins: 255 | Yellow Player Wins: 1537 | Round Count: 1792
Red Player wins: 255 | Yellow Player Wins: 1538 | Round Count: 1793
Red Player wins: 256 | Yellow Player Wins: 1538 | Round Count: 1794
Red Player wins: 256 | Yellow Player Wins: 1539 | Round Count: 1795
Red Player wins: 256 | Yellow Player Wins: 1540 | Round Count: 1796
Red Player wins: 256 | Yellow Player Wins: 1541 | Round Count: 1797
Red Player wins: 256 | Yellow Player Wins: 1542 | Round Count: 1798
Red Player wins: 256 | Yellow Player Wins: 1543 | Round Count: 1799
Red Player wins: 257 | Yellow Player Wins: 1543 | Round Count: 1800
Red Player wins: 257 | Yellow Player Wins: 1544 | Round Count: 1801
Red Player wins: 257 | Yellow Player Wins: 1545 | Round Count: 1802
Red Player wins: 257 | Yellow Player Wins: 1546 | Round Count: 1803
Red Player wins: 257 | Yellow Player Wins: 1547 | Round Count: 1804
Red Player wins: 257 | Yellow Player Wins: 1548 | Round Count: 1805
Red Player wins: 257 | Yellow Player Wins: 1549 | Round Count: 1806
Red Player wins: 257 | Yellow Player Wins: 1550 | Round Count: 1807
Red Player wins: 257 | Yellow Player Wins: 1551 | Round Count: 1808
Red Player wins: 257 | Yellow Player Wins: 1552 | Round Count: 1809
Red Player wins: 257 | Yellow Player Wins: 1553 | Round Count: 1810
Red Player wins: 257 | Yellow Player Wins: 1554 | Round Count: 1811
Red Player wins: 257 | Yellow Player Wins: 1555 | Round Count: 1812
Red Player wins: 257 | Yellow Player Wins: 1556 | Round Count: 1813
Red Player wins: 257 | Yellow Player Wins: 1557 | Round Count: 1814
Red Player wins: 257 | Yellow Player Wins: 1558 | Round Count: 1815
Red Player wins: 258 | Yellow Player Wins: 1558 | Round Count: 1816
Red Player wins: 258 | Yellow Player Wins: 1559 | Round Count: 1817
Red Player wins: 258 | Yellow Player Wins: 1560 | Round Count: 1818
Red Player wins: 258 | Yellow Player Wins: 1561 | Round Count: 1819
Red Player wins: 258 | Yellow Player Wins: 1562 | Round Count: 1820
Red Player wins: 258 | Yellow Player Wins: 1563 | Round Count: 1821
Red Player wins: 258 | Yellow Player Wins: 1564 | Round Count: 1822
Red Player wins: 258 | Yellow Player Wins: 1565 | Round Count: 1823
Red Player wins: 258 | Yellow Player Wins: 1566 | Round Count: 1824
Red Player wins: 258 | Yellow Player Wins: 1567 | Round Count: 1825
Red Player wins: 258 | Yellow Player Wins: 1568 | Round Count: 1826
Red Player wins: 258 | Yellow Player Wins: 1569 | Round Count: 1827
Red Player wins: 258 | Yellow Player Wins: 1570 | Round Count: 1828
Red Player wins: 259 | Yellow Player Wins: 1570 | Round Count: 1829
Red Player wins: 259 | Yellow Player Wins: 1571 | Round Count: 1830
Red Player wins: 259 | Yellow Player Wins: 1572 | Round Count: 1831
Red Player wins: 259 | Yellow Player Wins: 1573 | Round Count: 1832
Red Player wins: 259 | Yellow Player Wins: 1574 | Round Count: 1833
Red Player wins: 260 | Yellow Player Wins: 1574 | Round Count: 1834
Red Player wins: 260 | Yellow Player Wins: 1575 | Round Count: 1835
Red Player wins: 260 | Yellow Player Wins: 1576 | Round Count: 1836
Red Player wins: 260 | Yellow Player Wins: 1577 | Round Count: 1837
Red Player wins: 260 | Yellow Player Wins: 1578 | Round Count: 1838
Red Player wins: 260 | Yellow Player Wins: 1579 | Round Count: 1839
Red Player wins: 260 | Yellow Player Wins: 1580 | Round Count: 1840
Red Player wins: 260 | Yellow Player Wins: 1581 | Round Count: 1841
Red Player wins: 261 | Yellow Player Wins: 1581 | Round Count: 1842
Red Player wins: 261 | Yellow Player Wins: 1582 | Round Count: 1843
Red Player wins: 261 | Yellow Player Wins: 1583 | Round Count: 1844
Red Player wins: 261 | Yellow Player Wins: 1584 | Round Count: 1845
Red Player wins: 261 | Yellow Player Wins: 1585 | Round Count: 1846
Red Player wins: 261 | Yellow Player Wins: 1586 | Round Count: 1847
Red Player wins: 261 | Yellow Player Wins: 1587 | Round Count: 1848
Red Player wins: 261 | Yellow Player Wins: 1588 | Round Count: 1849
Red Player wins: 261 | Yellow Player Wins: 1589 | Round Count: 1850
Red Player wins: 261 | Yellow Player Wins: 1590 | Round Count: 1851
Red Player wins: 261 | Yellow Player Wins: 1591 | Round Count: 1852
Red Player wins: 261 | Yellow Player Wins: 1592 | Round Count: 1853
Red Player wins: 261 | Yellow Player Wins: 1593 | Round Count: 1854
Red Player wins: 261 | Yellow Player Wins: 1594 | Round Count: 1855
Red Player wins: 261 | Yellow Player Wins: 1595 | Round Count: 1856
Red Player wins: 261 | Yellow Player Wins: 1596 | Round Count: 1857
Red Player wins: 261 | Yellow Player Wins: 1597 | Round Count: 1858
Red Player wins: 261 | Yellow Player Wins: 1598 | Round Count: 1859
Red Player wins: 262 | Yellow Player Wins: 1598 | Round Count: 1860
Red Player wins: 262 | Yellow Player Wins: 1599 | Round Count: 1861
Red Player wins: 262 | Yellow Player Wins: 1600 | Round Count: 1862
Red Player wins: 262 | Yellow Player Wins: 1601 | Round Count: 1863
Red Player wins: 262 | Yellow Player Wins: 1602 | Round Count: 1864
Red Player wins: 262 | Yellow Player Wins: 1603 | Round Count: 1865
Red Player wins: 262 | Yellow Player Wins: 1604 | Round Count: 1866
Red Player wins: 262 | Yellow Player Wins: 1605 | Round Count: 1867
Red Player wins: 262 | Yellow Player Wins: 1606 | Round Count: 1868
Red Player wins: 262 | Yellow Player Wins: 1607 | Round Count: 1869
Red Player wins: 262 | Yellow Player Wins: 1608 | Round Count: 1870
Red Player wins: 263 | Yellow Player Wins: 1608 | Round Count: 1871
Red Player wins: 263 | Yellow Player Wins: 1609 | Round Count: 1872
Red Player wins: 263 | Yellow Player Wins: 1610 | Round Count: 1873
Red Player wins: 263 | Yellow Player Wins: 1611 | Round Count: 1874
Red Player wins: 263 | Yellow Player Wins: 1612 | Round Count: 1875
Red Player wins: 263 | Yellow Player Wins: 1613 | Round Count: 1876
Red Player wins: 263 | Yellow Player Wins: 1614 | Round Count: 1877
Red Player wins: 263 | Yellow Player Wins: 1615 | Round Count: 1878
Red Player wins: 263 | Yellow Player Wins: 1616 | Round Count: 1879
Red Player wins: 263 | Yellow Player Wins: 1617 | Round Count: 1880
Red Player wins: 263 | Yellow Player Wins: 1618 | Round Count: 1881
Red Player wins: 264 | Yellow Player Wins: 1618 | Round Count: 1882
Red Player wins: 264 | Yellow Player Wins: 1619 | Round Count: 1883
Red Player wins: 264 | Yellow Player Wins: 1620 | Round Count: 1884
Red Player wins: 264 | Yellow Player Wins: 1621 | Round Count: 1885
Red Player wins: 264 | Yellow Player Wins: 1622 | Round Count: 1886
Red Player wins: 265 | Yellow Player Wins: 1622 | Round Count: 1887
Red Player wins: 265 | Yellow Player Wins: 1623 | Round Count: 1888
Red Player wins: 265 | Yellow Player Wins: 1624 | Round Count: 1889
Red Player wins: 265 | Yellow Player Wins: 1625 | Round Count: 1890
Red Player wins: 265 | Yellow Player Wins: 1626 | Round Count: 1891
Red Player wins: 265 | Yellow Player Wins: 1627 | Round Count: 1892
Red Player wins: 265 | Yellow Player Wins: 1628 | Round Count: 1893
Red Player wins: 265 | Yellow Player Wins: 1629 | Round Count: 1894
Red Player wins: 266 | Yellow Player Wins: 1629 | Round Count: 1895
Red Player wins: 266 | Yellow Player Wins: 1630 | Round Count: 1896
Red Player wins: 267 | Yellow Player Wins: 1630 | Round Count: 1897
Red Player wins: 267 | Yellow Player Wins: 1631 | Round Count: 1898
Red Player wins: 267 | Yellow Player Wins: 1632 | Round Count: 1899
Red Player wins: 267 | Yellow Player Wins: 1633 | Round Count: 1900
Red Player wins: 267 | Yellow Player Wins: 1634 | Round Count: 1901
Red Player wins: 267 | Yellow Player Wins: 1635 | Round Count: 1902
Red Player wins: 267 | Yellow Player Wins: 1636 | Round Count: 1903
Red Player wins: 267 | Yellow Player Wins: 1637 | Round Count: 1904
Red Player wins: 268 | Yellow Player Wins: 1637 | Round Count: 1905
Red Player wins: 268 | Yellow Player Wins: 1638 | Round Count: 1906
Red Player wins: 268 | Yellow Player Wins: 1639 | Round Count: 1907
Red Player wins: 268 | Yellow Player Wins: 1640 | Round Count: 1908
Red Player wins: 268 | Yellow Player Wins: 1641 | Round Count: 1909
Red Player wins: 268 | Yellow Player Wins: 1642 | Round Count: 1910
Red Player wins: 268 | Yellow Player Wins: 1643 | Round Count: 1911
Red Player wins: 268 | Yellow Player Wins: 1644 | Round Count: 1912
Red Player wins: 268 | Yellow Player Wins: 1645 | Round Count: 1913
Red Player wins: 268 | Yellow Player Wins: 1646 | Round Count: 1914
Red Player wins: 268 | Yellow Player Wins: 1647 | Round Count: 1915
Red Player wins: 268 | Yellow Player Wins: 1648 | Round Count: 1916
Red Player wins: 268 | Yellow Player Wins: 1649 | Round Count: 1917
Red Player wins: 269 | Yellow Player Wins: 1649 | Round Count: 1918
Red Player wins: 269 | Yellow Player Wins: 1650 | Round Count: 1919
Red Player wins: 269 | Yellow Player Wins: 1651 | Round Count: 1920
Red Player wins: 270 | Yellow Player Wins: 1651 | Round Count: 1921
Red Player wins: 270 | Yellow Player Wins: 1652 | Round Count: 1922
Red Player wins: 270 | Yellow Player Wins: 1653 | Round Count: 1923
Red Player wins: 270 | Yellow Player Wins: 1654 | Round Count: 1924
Red Player wins: 270 | Yellow Player Wins: 1655 | Round Count: 1925
Red Player wins: 270 | Yellow Player Wins: 1656 | Round Count: 1926
Red Player wins: 270 | Yellow Player Wins: 1657 | Round Count: 1927
Red Player wins: 270 | Yellow Player Wins: 1658 | Round Count: 1928
Red Player wins: 270 | Yellow Player Wins: 1659 | Round Count: 1929
Red Player wins: 270 | Yellow Player Wins: 1660 | Round Count: 1930
Red Player wins: 270 | Yellow Player Wins: 1661 | Round Count: 1931
Red Player wins: 270 | Yellow Player Wins: 1662 | Round Count: 1932
Red Player wins: 270 | Yellow Player Wins: 1663 | Round Count: 1933
Red Player wins: 270 | Yellow Player Wins: 1664 | Round Count: 1934
Red Player wins: 270 | Yellow Player Wins: 1665 | Round Count: 1935
Red Player wins: 270 | Yellow Player Wins: 1666 | Round Count: 1936
Red Player wins: 270 | Yellow Player Wins: 1667 | Round Count: 1937
Red Player wins: 270 | Yellow Player Wins: 1668 | Round Count: 1938
Red Player wins: 270 | Yellow Player Wins: 1669 | Round Count: 1939
Red Player wins: 270 | Yellow Player Wins: 1670 | Round Count: 1940
Red Player wins: 270 | Yellow Player Wins: 1671 | Round Count: 1941
Red Player wins: 270 | Yellow Player Wins: 1672 | Round Count: 1942
Red Player wins: 270 | Yellow Player Wins: 1673 | Round Count: 1943
Red Player wins: 270 | Yellow Player Wins: 1674 | Round Count: 1944
Red Player wins: 270 | Yellow Player Wins: 1675 | Round Count: 1945
Red Player wins: 270 | Yellow Player Wins: 1676 | Round Count: 1946
Red Player wins: 270 | Yellow Player Wins: 1677 | Round Count: 1947
Red Player wins: 270 | Yellow Player Wins: 1678 | Round Count: 1948
Red Player wins: 270 | Yellow Player Wins: 1679 | Round Count: 1949
Red Player wins: 270 | Yellow Player Wins: 1680 | Round Count: 1950
Red Player wins: 270 | Yellow Player Wins: 1681 | Round Count: 1951
Red Player wins: 270 | Yellow Player Wins: 1682 | Round Count: 1952
Red Player wins: 270 | Yellow Player Wins: 1683 | Round Count: 1953
Red Player wins: 270 | Yellow Player Wins: 1684 | Round Count: 1954
Red Player wins: 270 | Yellow Player Wins: 1685 | Round Count: 1955
Red Player wins: 270 | Yellow Player Wins: 1686 | Round Count: 1956
Red Player wins: 270 | Yellow Player Wins: 1687 | Round Count: 1957
Red Player wins: 271 | Yellow Player Wins: 1687 | Round Count: 1958
Red Player wins: 271 | Yellow Player Wins: 1688 | Round Count: 1959
Red Player wins: 271 | Yellow Player Wins: 1689 | Round Count: 1960
Red Player wins: 271 | Yellow Player Wins: 1690 | Round Count: 1961
Red Player wins: 271 | Yellow Player Wins: 1691 | Round Count: 1962
Red Player wins: 271 | Yellow Player Wins: 1692 | Round Count: 1963
Red Player wins: 271 | Yellow Player Wins: 1693 | Round Count: 1964
Red Player wins: 271 | Yellow Player Wins: 1694 | Round Count: 1965
Red Player wins: 272 | Yellow Player Wins: 1694 | Round Count: 1966
Red Player wins: 272 | Yellow Player Wins: 1695 | Round Count: 1967
Red Player wins: 272 | Yellow Player Wins: 1696 | Round Count: 1968
Red Player wins: 272 | Yellow Player Wins: 1697 | Round Count: 1969
Red Player wins: 272 | Yellow Player Wins: 1698 | Round Count: 1970
Red Player wins: 272 | Yellow Player Wins: 1699 | Round Count: 1971
Red Player wins: 272 | Yellow Player Wins: 1700 | Round Count: 1972
Red Player wins: 272 | Yellow Player Wins: 1701 | Round Count: 1973
Red Player wins: 272 | Yellow Player Wins: 1702 | Round Count: 1974
Red Player wins: 272 | Yellow Player Wins: 1703 | Round Count: 1975
Red Player wins: 272 | Yellow Player Wins: 1704 | Round Count: 1976
Red Player wins: 272 | Yellow Player Wins: 1705 | Round Count: 1977
Red Player wins: 272 | Yellow Player Wins: 1706 | Round Count: 1978
Red Player wins: 272 | Yellow Player Wins: 1707 | Round Count: 1979
Red Player wins: 272 | Yellow Player Wins: 1708 | Round Count: 1980
Red Player wins: 272 | Yellow Player Wins: 1709 | Round Count: 1981
Red Player wins: 272 | Yellow Player Wins: 1710 | Round Count: 1982
Red Player wins: 272 | Yellow Player Wins: 1711 | Round Count: 1983
Red Player wins: 272 | Yellow Player Wins: 1712 | Round Count: 1984
Red Player wins: 273 | Yellow Player Wins: 1712 | Round Count: 1985
Red Player wins: 273 | Yellow Player Wins: 1713 | Round Count: 1986
Red Player wins: 273 | Yellow Player Wins: 1714 | Round Count: 1987
Red Player wins: 273 | Yellow Player Wins: 1715 | Round Count: 1988
Red Player wins: 273 | Yellow Player Wins: 1716 | Round Count: 1989
Red Player wins: 273 | Yellow Player Wins: 1717 | Round Count: 1990
Red Player wins: 273 | Yellow Player Wins: 1718 | Round Count: 1991
Red Player wins: 274 | Yellow Player Wins: 1718 | Round Count: 1992
Red Player wins: 274 | Yellow Player Wins: 1719 | Round Count: 1993
Red Player wins: 274 | Yellow Player Wins: 1720 | Round Count: 1994
Red Player wins: 274 | Yellow Player Wins: 1721 | Round Count: 1995
Red Player wins: 274 | Yellow Player Wins: 1722 | Round Count: 1996
Red Player wins: 274 | Yellow Player Wins: 1723 | Round Count: 1997
Red Player wins: 274 | Yellow Player Wins: 1724 | Round Count: 1998
Red Player wins: 274 | Yellow Player Wins: 1725 | Round Count: 1999
Red Player wins: 274 | Yellow Player Wins: 1726 | Round Count: 2000
Red Player wins: 274 | Yellow Player Wins: 1727 | Round Count: 2001
Red Player wins: 274 | Yellow Player Wins: 1728 | Round Count: 2002
Red Player wins: 275 | Yellow Player Wins: 1728 | Round Count: 2003
Red Player wins: 275 | Yellow Player Wins: 1729 | Round Count: 2004
Red Player wins: 275 | Yellow Player Wins: 1730 | Round Count: 2005
Red Player wins: 276 | Yellow Player Wins: 1730 | Round Count: 2006
Red Player wins: 276 | Yellow Player Wins: 1731 | Round Count: 2007
